,available_beds_without_oxygen,hospital_name,amc_available_beds_with_oxygen,district,amc_occupied_beds_without_oxygen,private_occupied_beds_with_oxygen,available_icu_beds_with_ventilator,private_available_icu_beds_without_ventilator,available_icu_beds_without_ventilator,private_occupied_beds_without_oxygen,hospital_address,amc_occupied_beds_with_oxygen,private_available_beds_without_oxygen,private_occupied_icu_beds_without_ventilator,total_beds_with_oxygen,total_beds_without_oxygen,amc_available_beds_without_oxygen,area,total_icu_beds_with_ventilator,pincode,private_occupied_icu_beds_with_ventilator,amc_available_icu_beds_with_ventilator,amc_occupied_icu_beds_without_ventilator,amc_occupied_icu_beds_with_ventilator,available_beds_with_oxygen,amc_available_icu_beds_without_ventilator,private_available_beds_with_oxygen,total_icu_beds_without_ventilator,private_available_icu_beds_with_ventilator,hospital_phone,last_updated_on,hospital_poc_phone,charges,__delete__,hospital_poc_name,hospital_poc_designation,total_beds_allocated_to_covid,state,hospital_category,hospital_poc_email,facility_id,fee_regulated_beds,Notes,available_beds_allocated_to_covid,officer_name,officer_designation,bed_breakup,last_updated_time,last_updated_date
6588,12,Dombucherry Ugphc,,Theni,,,-1,,0,,"Dombucherry , None, None",,,,0,20,,Theni,-1,,,,,,0,,,0,,9750115580,1621747400000.0,9750115580,CCC,,DR DHANDAYUDHAPANI,,20,,CCC,,,-1.0,,,,,,,
6589,38,Ghqh Periyakulam,,Theni,,,-1,,0,,"GHQH Periyakulam, Government hospital,Periyakulam, None",,,,4,95,,Theni,-1,,,,,,0,,,1,,7358599191,1621755533000.0,7010281374,CHC,,Dr.Kumar,,100,,CHC,,,-1.0,,,,,,,
6590,18,Govt Poly Tech Boys Hostal-Thekkampatti,,Theni,,,-1,,0,,"Aundipatti, Thekkampatti, Theni, Theni - 625517, Thekkampatti, Thekkampatti",,,,5,115,,Theni,-1,,,,,,5,,,0,,9865713969,1621746850000.0,9442532014,CCC,,Mr Murugesan,,120,,CCC,,,-1.0,,,,,,,
6591,0,Goverment Medical College Theni,,Theni,,,-1,,0,,"K. VILLAKKU, THENI MAIN ROAD, None, None",,,,526,104,,Theni,-1,,,,,,1,,,50,,9443927272,1621746911000.0,04546263642,CHO,,TRIAGE OP,,680,,CHO,,,-1.0,,,,,,,
6592,27,Government College Of Engineering Bodinayakanur Mens Hostel,,Theni,,,-1,,0,,"Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582, Bodinayakkanur , None",,,,0,220,,Theni,-1,,,,,,0,,,0,,9750115580,1621746618000.0,9750115580,CCC,,DR DHANDAYUDHAPANI,,220,,CCC,,,-1.0,,,,,,,
6593,29,Government College Of Engineering Bodinayakanur Womens Hostel,,Theni,,,-1,,0,,"Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582, Bodinayakkanur , None",,,,0,240,,Theni,-1,,,,,,0,,,0,,9750115580,1621746677000.0,9750115580,CCC,,DR DHANDAYUDHAPANI,,240,,CCC,,,-1.0,,,,,,,
6594,17,Gudalur,,Theni,,,-1,,0,,"Gudalur, None, None",,,,0,20,,Theni,-1,,,,,,0,,,0,,9842131667,1621746978000.0,9842131667,CCC,,Dr.murugan,,20,,CCC,,,-1.0,,,,,,,
6595,16,Kadamalai Gundu,,Theni,,,-1,,0,,"Kadamalaigundu, None, None",,,,2,18,,Theni,-1,,,,,,2,,,0,,9942048908,1621749063000.0,9942048908,CCC,,Dr.Kalavathi,,20,,CCC,,,-1.0,,,,,,,
6596,3,Krishnammal Memorial  Hospital,,Theni,,,-1,,0,,"293, PERIYAKULAM ROAD, THENI, Near  FIRE SERVICE STATION, THENI",,,,20,10,,Theni,-1,,,,,,0,,,5,,9894584876,1621758779000.0,9786629040,CHC,,PANDIARAJA.P,,35,,CHC,,,-1.0,,,,,,,
6597,12,Nrt Hospitals,,Theni,,,-1,,0,,"Madurai Road, None, None",,,,20,20,,Theni,-1,,,,,,0,,,10,,9894447717,1621761870000.0,9940968060,CHC,,Dr.Gunasekaran,,50,,CHC,,,-1.0,,,,,,,
6598,3,Nalam Hospital,,Theni,,,-1,,0,,"63/2 lake road, Sriram nagar, Allinagaram",,,,12,3,,Theni,-1,,,,,,0,,,0,,8870007450,1621760961000.0,8870007020,CHO,,Kavya,,15,,CHO,,,-1.0,,,,,,,
6599,8,Odaipatti Ugphc,,Theni,,,-1,,0,,"odaipatti, None, None",,,,0,20,,Theni,-1,,,,,,0,,,0,,9442292332,1621747450000.0,9442292332,CCC,,DR MANIKANDAN,,20,,CCC,,,-1.0,,,,,,,
6600,6,Rajathani,,Theni,,,-1,,0,,"Rajathani, None, None",,,,0,20,,Theni,-1,,,,,,0,,,0,,9790981765,1621747325000.0,9790981765,CCC,,DR ELANGOVAN,,20,,CCC,,,-1.0,,,,,,,
6601,0,Ramapandyan Hospital,,Theni,,,-1,,0,,"338/1c aranmanai pudhur villaku , , A.pudhur ",,,,2,11,,Theni,-1,,,,,,0,,,2,,9003398211,1621675492000.0,9003398211,CHC,,,,15,,CHC,,,-1.0,,,,,,,
6602,195,Slum Clearance Tenements-Vadaveeranayakannpatttii,,Theni,,,-1,,0,,"None, None, None",,,,0,360,,Theni,-1,,,,,,0,,,0,,9865806703,1621746918000.0,9865806703,CCC,,Dr Karthik,,360,,CCC,,,-1.0,,,,,,,
6603,24,Slum Clearance Tenements-Thappakundu,,Theni,,,-1,,0,,"None, None, None",,,,0,150,,Theni,-1,,,,,,0,,,0,,9442532014,1621750568000.0,9442532014,CCC,,,,150,,CCC,,,-1.0,,,,,,,
6604,4,Thevaram,,Theni,,,-1,,0,,"Thevaram, None, None",,,,0,15,,Theni,-1,,,,,,0,,,0,,9842542048,1621751563000.0,9842542048,CCC,,DR GOPALAKRISHNAN,,15,,CCC,,,-1.0,,,,,,,
6605,15,Veerapandi,,Theni,,,-1,,0,,"Veerapandi, None, None",,,,0,18,,Theni,-1,,,,,,0,,,0,,9442255155,1621747212000.0,9442255155,CCC,,Dr.Manikandan,,18,,CCC,,,-1.0,,,,,,,
6606,3,"Viyasini Multispeciality Hospital,Sillamarathupatti",,Theni,,,-1,,0,,"Thevaram Main Road, None, silamarathupatti",,,,20,3,,Theni,-1,,,,,,8,,,0,,9952766778,1621735963000.0,9952766778,CHO,,Dr.Vinothkumar,,23,,CHO,,,-1.0,,,,,,,
6607,0,"Aj Hospital, Manapparai",,Thiruchirappalli,,,-1,,0,,"Eda Theru, Manaparai-621306, Trichy, Mamapparai",,,,9,8,,Thiruchirappalli,-1,,,,,,9,,,4,,9842472470,1621754732000.0,9629868108,CHC,,Mrs.Jesintha,,21,,CHC,,,-1.0,,,,,,,
6608,0,"Annai Hospital, Thuraiyur",,Thiruchirappalli,,,-1,,0,,"358,Extension,, Thuraiyur-621010, O",,,,21,5,,Thiruchirappalli,-1,,,,,,0,,,4,,9842444036,1621761349000.0,9003791239,CHO,,Dr. P. Boobalan,,30,,CHO,,,-1.0,,,,,,,
6609,0,"Arr Hospital,Muthammacolony",,Thiruchirappalli,,,-1,,1,,"4M/183/4,MUTHAMMAL COLONY,3RD STREET EXT,TUTICORIN -628002, 4M/183/4,MUTHAMMAL COLONY,3RD STREET EXT,TUTICORIN -628002, MUTHAMMAL COLONY,3RD STREET EXT",,,,6,0,,Thiruchirappalli,-1,,,,,,1,,,1,,8838020052,1621754402000.0,8300646102,CHC,,M.VADIVELU,,7,,CHC,,,-1.0,,,,,,,
6610,0,Atlas Hospitals,,Thiruchirappalli,,,-1,,0,,"NO:34/1 ,FIRST CROSS VN NAGAR, , KARUR MAIN ROAD,NEAR CHATHIRAM BUS STAND, TRICHY",,,,25,19,,Thiruchirappalli,-1,,,,,,0,,,10,,9443349403,1621753329000.0,7373797420,CHC,,J.DINESH KUMAR,,54,,CHC,,,-1.0,,,,,,,
6611,0,"Agricultural University, Kumulur",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,0,,Thiruchirappalli,-1,,,,,,0,,,0,,9842820945,1621755551000.0,9842820945,CCC,,Dr.Bhaskar,,0,,CCC,,,-1.0,,,,,,,
6612,0,"Apollo Hospital, Trichy",,Thiruchirappalli,,,-1,,0,,"Chennai  Bye - Pass Road , Ariyamangalam Old Palpannai, Trichy - 620010, Trichy, Ariyamangalam",,,,40,28,,Thiruchirappalli,-1,,,,,,0,,,12,,9842920211,1621756785000.0,9842164211,CHC,,Mr.Sangeeth,,80,,CHC,,,-1.0,,,,,,,
6613,2,"B.G.Hospital,Veeapandianpatnam",,Thiruchirappalli,,,-1,,0,,"1/143-B, TUTICORIN ROAD, None, VEERAPANDIANPATANAM",,,,7,9,,Thiruchirappalli,-1,,,,,,0,,,9,,9940135000,1621757117000.0,9940135000,CHC,,DR A RAMAMURTHY,,25,,CHC,,,-1.0,,,,,,,
6614,80,"Bishop Heber College, Trichy",,Thiruchirappalli,,,-1,,0,,"Opposite Geethanjali hospital, Vayalur road, Puthur",,,,0,350,,Thiruchirappalli,-1,,,,,,0,,,0,,9443636513,1621744253000.0,6385875201,CCC,,Medical officer,,350,,CCC,,,-1.0,,,,,,,
6615,5,Cethar Hospitals Liver And Kidney Transplantation Centre,,Thiruchirappalli,,,-1,,0,,"C-108 fort station road thillainagar, None, None",,,,7,5,,Thiruchirappalli,-1,,,,,,0,,,8,,9655345544,1621744680000.0,9597089575,CHO,,Mr.Karthik sp,,20,,CHO,,,-1.0,,,,,,,
6616,2,Csi Mission Hospital Trichy,,Thiruchirappalli,,,-1,,0,,"Woraiyur,  Trichy-620003 , None, None",,,,5,7,,Thiruchirappalli,-1,,,,,,0,,,0,,9944490984,1621744781000.0,8111098760,CHO,,Dr.Ahikam,,12,,CHO,,,-1.0,,,,,,,
6617,2,Decca Hospital,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,17,3,,Thiruchirappalli,-1,,,,,,0,,,2,,9842410780,1621754364000.0,7397585602,CHO,,,,22,,CHO,,,-1.0,,,,,,,
6618,1,"Deepan Hospital, Trichy.",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,10,4,,Thiruchirappalli,-1,,,,,,0,,,2,,9894629829,1621752377000.0,9751242123,CHO,,Mrs.Maheswari,,16,,CHO,,,-1.0,,,,,,,
6619,0,Dr.E.Palvanann,,Thiruchirappalli,,,-1,,0,,"77/153,Dindigul Road, None, Manapparai",,,,3,5,,Thiruchirappalli,-1,,,,,,0,,,0,,8940999897,1621756826000.0,9843811850,CHC,,DAYANA,,8,,CHC,,,-1.0,,,,,,,
6620,0,"Dr.G.Viswanathan Hospital, Mambalasalai",,Thiruchirappalli,,,-1,,0,,"Chennai Mambalasalai,trichy-05., Trichy, None",,,,23,7,,Thiruchirappalli,-1,,,,,,0,,,5,,9842455566,1621753423000.0,7397771120,CHC,,Mrs.O.Revathi,,35,,CHC,,,-1.0,,,,,,,
6621,0,"Dr.Sri Ramya Multispeciality Hospital, Trichy",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,5,5,,Thiruchirappalli,-1,,,,,,0,,,10,,9842549865,1621743381000.0,9842451710,CHO,,Dr.Vignesh,,20,,CHO,,,-1.0,,,,,,,
6622,0,"Ebenezer Hospital, Thoothukudi",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,4,5,,Thiruchirappalli,-1,,,,,,0,,,1,,9629494721,1621754406000.0,9629494721,CHC,,,,10,,CHC,,,-1.0,,,,,,,
6623,4,"Fathima Maternity Home, Trichy",,Thiruchirappalli,,,-1,,0,,"THILLAINAGAR, 10TH CROSS, Thillainagar",,,,5,5,,Thiruchirappalli,-1,,,,,,0,,,2,,9843056630,1621757638000.0,9043570000,CHO,,Mohanraj Arumugam,,12,,CHO,,,-1.0,,,,,,,
6624,0,"G V N Hospital Pvt Ltd, Devathanam",,Thiruchirappalli,,,-1,,0,,"GVN HOSPITAL (P) LTD.,46,SINGARATHOPE,TRICHY.620008, Trichy, 46,SINGARATHOPE TRICHY ",,,,7,3,,Thiruchirappalli,-1,,,,,,0,,,0,,9943105005,1621754868000.0,9943551809,CHC,,MRS.MARIYA JAYA BACKIYAVATHI,,10,,CHC,,,-1.0,,,,,,,
6625,18,Gkm Hospital Manaparai Trichy,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,10,18,,Thiruchirappalli,-1,,,,,,0,,,4,,9944563568,1621682589000.0,9578434689,CHO,,Mrs.Meena,,32,,CHO,,,-1.0,,,,,,,
6626,0,"Gitanjali Medical Centre, Trichy.",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,7,14,,Thiruchirappalli,-1,,,,,,0,,,4,,9842427979,1621756462000.0,9976953000,CHO,,Mrs.Roja,,25,,CHO,,,-1.0,,,,,,,
6627,160,Govt Engg College Sethurapatty,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,500,,Thiruchirappalli,-1,,,,,,0,,,0,,9443262031,1621743112000.0,9443262031,CCC,,DR DHANALAKSHMI,,500,,CCC,,,-1.0,,,,,,,
6628,20,"Govt. Hospital, Lalgudi",,Thiruchirappalli,,,-1,,0,,"Anbil Main Road, Siruthaiyur, Lalgudi , None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,7598926522,1621741558000.0,9655178742,CHC,,M. PADMAVATHI ,,20,,CHC,,,-1.0,,,,,,,
6629,10,"Govt. Hospital, Manachanallur",,Thiruchirappalli,,,-1,,0,,"Government hospital, Edhumalai road, Mannachanallur",,,,0,10,,Thiruchirappalli,-1,,,,,,0,,,0,,9442061042,1621742115000.0,9442061042,CHC,,Dr Amuthavalli,,10,,CHC,,,-1.0,,,,,,,
6630,10,"Govt. Hospital, Musiri",,Thiruchirappalli,,,-1,,0,,"TRICHY-SALEM MAIN ROAD, None, None",,,,0,10,,Thiruchirappalli,-1,,,,,,0,,,0,,9677439683,1621744962000.0,9445078039,CHC,,DR.N.SELVAKUMAR,,10,,CHC,,,-1.0,,,,,,,
6631,6,"Govt. Hospital, Omandhr",,Thiruchirappalli,,,-1,,0,,"Omandur, None, None",,,,0,6,,Thiruchirappalli,-1,,,,,,0,,,0,,9942052888,1621744351000.0,9489252644,CHC,,,,6,,CHC,,,-1.0,,,,,,,
6632,3,"Govt. Hospital, Thiruverumbur @ Thuvakudi",,Thiruchirappalli,,,-1,,0,,"Thanjavur main road, Thuvakudi, Main road",,,,0,3,,Thiruchirappalli,-1,,,,,,0,,,0,,9952512035,1621658613000.0,9952512035,CHC,,Mr.Govindanathan,,3,,CHC,,,-1.0,,,,,,,
6633,6,"Govt. Hospital, Thottiam",,Thiruchirappalli,,,-1,,0,,"TRICHY MAIN ROAD, THOTTIYAM, NEAR THOTTIYAM BUS STAND",,,,0,6,,Thiruchirappalli,-1,,,,,,0,,,0,,9894451209,1621752685000.0,04326254021,CHC,,CHIEF MEDICAL OFFICER,,6,,CHC,,,-1.0,,,,,,,
6634,5,"Govt. Hospital, Thuraiyur",,Thiruchirappalli,,,-1,,0,,"Perambalur main road, Thuraiyur, Thuraiyur",,,,3,5,,Thiruchirappalli,-1,,,,,,3,,,0,,9600689457,1621743954000.0,04327222308,CHC,,Dr.pvm,,8,,CHC,,,-1.0,,,,,,,
6635,4,"Govt. Hospital, Thuvarankurichi",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,4,,Thiruchirappalli,-1,,,,,,0,,,0,,9994452824,1621741238000.0,9994452824,CHC,,DR.NAGARAJAN,,4,,CHC,,,-1.0,,,,,,,
6636,0,"Harshmitra Oncology Pvt Ltd, Nagamangalam",,Thiruchirappalli,,,-1,,0,,"101/4A, MATHUR PANCHAYAT ROAD JUNCTION, TRICHY MADURAI BYPASS NH 45 B, None, NAGAMANGALAM",,,,13,5,,Thiruchirappalli,-1,,,,,,1,,,2,,7373542777,1621757351000.0,9159641777,CHO,,KARTHICK CHANDRAMOHAN,,20,,CHO,,,-1.0,,,,,,,
6637,11,Inamkolathur,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,30,,Thiruchirappalli,-1,,,,,,0,,,0,,9443262031,1621741695000.0,9443262031,CCC,,DR DHANALAKSHMI,,30,,CCC,,,-1.0,,,,,,,
6638,10,Indiraa Seshadri Nursing Home,,Thiruchirappalli,,,-1,,0,,"No. 5 Raja colony collector's office road, cantonment, Tiruchirapalli, Near by HOTEL SANGAM",,,,25,19,,Thiruchirappalli,-1,,,,,,0,,,3,,8883299011,1621759894000.0,8883299011,CHO,,Sathiyaraj s,,47,,CHO,,,-1.0,,,,,,,
6639,4,Jagadha Hospital,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,14,4,,Thiruchirappalli,-1,,,,,,0,,,2,,9842476081,1621742429000.0,9843853720,CHO,,,,20,,CHO,,,-1.0,,,,,,,
6640,0,Kmc Specialty Hospital Trichy,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,6,22,,Thiruchirappalli,-1,,,,,,0,,,0,,9600287111,1621753204000.0,7708832460,CHO,,Mrs.Malliga,,28,,CHO,,,-1.0,,,,,,,
6641,20,Kattuputhur,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,8903460353,1621584098000.0,8903460353,CCC,,Dr.Dhanalakshmi,,20,,CCC,,,-1.0,,,,,,,
6642,1,Kauvery Hospital Heartcity(A Unit Of Sri Kauvery Medical Care India Ltd),,Thiruchirappalli,,,-1,,0,,"12/52, Alexandria Road, , 12/52 Alexandria Road, Cantonment",,,,5,5,,Thiruchirappalli,-1,,,,,,0,,,6,,8508698000,1621762482000.0,9600943904,CHO,,Mrs. Kiruthika,,16,,CHO,,,-1.0,,,,,,,
6643,0,"Kauvery Hospital, Tennur, Thiruchirappalli",,Thiruchirappalli,,,-1,,0,,"No:1, K.C. Road, Tennur, None, None",,,,45,45,,Thiruchirappalli,-1,,,,,,0,,,30,,9361388804,1621757303000.0,8870515222,CHO,,,,120,,CHO,,,-1.0,,,,,,,
6644,16,Kulumani,,Thiruchirappalli,,,-1,,0,,"KULUMANI, , None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9443224107,1621678313000.0,94432241079,CCC,,,,20,,CCC,,,-1.0,,,,,,,
6645,0,"Kurinji College Of Enginnerring,  Karattupatty",,Thiruchirappalli,,,-1,,0,,"Kurinji Nagar, Trichy-Dindigul NH-Road,  Manapparai, Tamil Nadu 621307, ",,,,0,0,,Thiruchirappalli,-1,,,,,,0,,,0,,7845271767,1621745957000.0,7845271767,CCC,,Dr.Santhose,,0,,CCC,,,-1.0,,,,,,,
6646,0,L G Nursing Home,,Thiruchirappalli,,,-1,,0,,"37 T PET  ROAD, MUSIRI, Musiri",,,,14,3,,Thiruchirappalli,-1,,,,,,0,,,3,,9894661732,1621755239000.0,9894661732,CHO,,Dr.G.Subramanian,,20,,CHO,,,-1.0,,,,,,,
6647,3,Lm Hospital Thuraiyur Trichy,,Thiruchirappalli,,,-1,,0,,"28,perembalur road,thuraiyur 621010, Near ceylon office bus stop, thuraiyur. 621010, Thuraiyur ",,,,3,10,,Thiruchirappalli,-1,,,,,,0,,,2,,9787788062,1621759234000.0,8098058961,CHO,,Dr.sheela ,,15,,CHO,,,-1.0,,,,,,,
6648,2,Max Care  Hospital,,Thiruchirappalli,,,-1,,0,,"Salai Road,  Annamalai Nagar ,Woraiyur,, Trichy, Salai Road,  Annamalai Nagar ",,,,10,10,,Thiruchirappalli,-1,,,,,,2,,,3,,9600073580,1621755690000.0,9600073580,CHO,,Mr. Pradheep,,23,,CHO,,,-1.0,,,,,,,
6649,3,Mgm Gh Trichy,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,285,564,,Thiruchirappalli,-1,,,,,,0,,,65,,9443645338,1621741050000.0,9566011783,CHO,,DR.KARTHIK,,914,,CHO,,,-1.0,,,,,,,
6650,0,Manapparai Hqh,,Thiruchirappalli,,,-1,,0,,"VIRALIMALAI ROAD,, None, MANAPPARAI",,,,75,15,,Thiruchirappalli,-1,,,,,,0,,,10,,7010368238,1621742184000.0,7010368238,CHC,,DR.P.S.VIGNESH,,100,,CHC,,,-1.0,,,,,,,
6651,0,Marudhu Hospital Thuraiyur,,Thiruchirappalli,,,-1,,0,,"Near bus stand, None, SRS NAGAR, THURAIYUR",,,,5,7,,Thiruchirappalli,-1,,,,,,0,,,0,,9894045036,1621743612000.0,9843623660,CHO,,HOSPITAL  MOBILE,,12,,CHO,,,-1.0,,,,,,,
6652,0,"Maruti Hospital,Thennur",,Thiruchirappalli,,,-1,,0,,"No 95 Pattabiraman Street Thennur , , None",,,,54,22,,Thiruchirappalli,-1,,,,,,0,,,10,,9884903187,1621741426000.0,9585503831,CHC,,Floor Manager ,,86,,CHC,,,-1.0,,,,,,,
6653,0,Mathuram Hospital ,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,9,5,,Thiruchirappalli,-1,,,,,,0,,,1,,8072002069,1621754248000.0,8072002069,CHO,,Sheridon Norman ,,15,,CHO,,,-1.0,,,,,,,
6654,20,Navalpattu,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9994018849,1621753854000.0,9994018849,CCC,,DR SUGUMARAN,,20,,CCC,,,-1.0,,,,,,,
6655,0,"Nehru Memorial Arts And Science College , Puthanampatti",,Thiruchirappalli,,,-1,,0,,"NEHRU MEMORIAL ARTS AND SCIENCE, None, PUTHANAMPATTI",,,,0,136,,Thiruchirappalli,-1,,,,,,0,,,0,,9787472114,1621650794000.0,9342092985,CCC,,DR KARTHIKEYAN,,136,,CCC,,,-1.0,,,,,,,
6656,0,"Oft, Thiruverumbur",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,10,,Thiruchirappalli,-1,,,,,,0,,,0,,9487132047,1621750496000.0,9487132047,CCC,,Dr.Umesh,,10,,CCC,,,-1.0,,,,,,,
6657,0,"Pankajam Sitaram Nursing Home, (Unit Of Gvn Hospitals), Sri Rangam",,Thiruchirappalli,,,-1,,0,,"5,RENGANATHAPURAM EAST, SRIRANGAM , TRICHY-620006., None, SRIRANGAM",,,,29,0,,Thiruchirappalli,-1,,,,,,0,,,4,,9626011660,1621755129000.0,9629996531,CHC,,JAYALAKSHMI ,,33,,CHC,,,-1.0,,,,,,,
6658,0,Prabhu Nursing Home,,Thiruchirappalli,,,-1,,0,,"25, VENKATESAN ROAD, PONNAGAR, None, PONNAGAR",,,,15,6,,Thiruchirappalli,-1,,,,,,0,,,1,,9787955955,1621755092000.0,8667244371,CHO,,THYAGARAJAN,,22,,CHO,,,-1.0,,,,,,,
6659,8,Puduruthamnur,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,8,,Thiruchirappalli,-1,,,,,,0,,,0,,9629935107,1621752700000.0,9629935107,CCC,,Dr selvanayagam,,8,,CCC,,,-1.0,,,,,,,
6660,15,Pullambadi,,Thiruchirappalli,,,-1,,0,,"Ariyalur road, Near union office, Union office backside",,,,0,15,,Thiruchirappalli,-1,,,,,,0,,,0,,9842820945,1621745988000.0,9842020945,CCC,,Dr bhaskaran,,15,,CCC,,,-1.0,,,,,,,
6661,18,Puthanatham,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,18,,Thiruchirappalli,-1,,,,,,0,,,0,,7845271767,1621747227000.0,7845271767,CCC,,Dr.Santhose,,-1,,CCC,,,-1.0,,,,,,,
6662,20,Puthur.T,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9787472114,1621583681000.0,9787472114,CCC,,Dr.Karthikeyan,,20,,CCC,,,-1.0,,,,,,,
6663,0,Q Med Hospital Trichy,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,10,5,,Thiruchirappalli,-1,,,,,,0,,,10,,9787970972,1621742363000.0,9786161166,CHO,,Mr.Sakthivel,,25,,CHO,,,-1.0,,,,,,,
6664,0,"Q Med Hospital, Puthur",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,10,5,,Thiruchirappalli,-1,,,,,,0,,,10,,9788842645,1621762719000.0,9788842645,CHC,,,,25,,CHC,,,-1.0,,,,,,,
6665,0,Rnr  Hospital,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,4,4,,Thiruchirappalli,-1,,,,,,0,,,6,,9940777157,1621757800000.0,04312403115,CHO,,,,14,,CHO,,,-1.0,,,,,,,
6666,0,Royal Hospital,,Thiruchirappalli,,,-1,,1,,"1 / 514-4. Ettayapuram road , Mapillaurani vilaku , Near Hyundai car showroom ",,,,1,1,,Thiruchirappalli,-1,,,,,,0,,,4,,9843116289,1621760818000.0,9843116289,CHC,,Dr SHAFIR ,,6,,CHC,,,-1.0,,,,,,,
6667,0,"Sinduja Hospital, Madurai Road, Manapparai",,Thiruchirappalli,,,-1,,0,,"76 MADURAI ROAD, , MANAPPARAI, MANAPPARAI",,,,26,55,,Thiruchirappalli,-1,,,,,,0,,,19,,9443163101,1621753270000.0,9442009956,CHO,,MRS. LATHA P,,100,,CHO,,,-1.0,,,,,,,
6668,10,Sms Hospital ,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,21,14,,Thiruchirappalli,-1,,,,,,4,,,6,,9842462550,1621754481000.0,9750958301,CHO,,,,41,,CHO,,,-1.0,,,,,,,
6669,6,Sri Auroma Hospital And Take Care Home,,Thiruchirappalli,,,-1,,0,,"UDC  CAMPUS,PAPPAKURUCHI ,KATTUR,TRICHIRAPALLI,TRICHY, None, KATTUR",,,,8,17,,Thiruchirappalli,-1,,,,,,3,,,0,,9894226648,1621759919000.0,9894226648,CHO,,KARPAGAM,,25,,CHO,,,-1.0,,,,,,,
6670,4,"Shiyamala Nursing Home, Trichy.",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,10,15,,Thiruchirappalli,-1,,,,,,1,,,0,,9443120978,1621755577000.0,9600527248,CHO,,Mrs. Thilagavathy,,25,,CHO,,,-1.0,,,,,,,
6671,5,"Shree Akhshaya Hospital,Thottiyam",,Thiruchirappalli,,,-1,,4,,"30-azhzgunachiyaman street, oppo to vengadeswara theatre, None",,,,9,11,,Thiruchirappalli,-1,,,,,,4,,,5,,9566683380,1621754918000.0,9786629484,CHO,,hospital manager,,25,,CHO,,,-1.0,,,,,,,
6672,0,Silverline Speciality Hospital,,Thiruchirappalli,,,-1,,0,,"NO-C23, 4TH CROSS, WEST EXTENSION, THILLAI NAGAR, TRICHY, None, THILLAI NAGAR",,,,7,10,,Thiruchirappalli,-1,,,,,,0,,,3,,9585068980,1621755632000.0,9384875957,CHC,,Suganya,,20,,CHC,,,-1.0,,,,,,,
6673,20,Sirukambur,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,7871266242,1621752824000.0,7871266242,CCC,,Dr.Mathivanan,,20,,CCC,,,-1.0,,,,,,,
6674,0,Sri Vekateswara Hospitals,,Thiruchirappalli,,,-1,,0,,"21, Chennai-Trichy Trunk Road, Srirangam, Thiruvanaikoil",,,,20,0,,Thiruchirappalli,-1,,,,,,0,,,0,,7064919191,1621755982000.0,7604919191,CHC,,Abhishek ,,20,,CHC,,,-1.0,,,,,,,
6675,4,"Srinivasa Medical College And Hospital,Trichy",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,4,26,,Thiruchirappalli,-1,,,,,,0,,,0,,6374214441,1621755177000.0,9994435797,CHO,,Mr.Vijay babu.G,,30,,CHO,,,-1.0,,,,,,,
6676,0,Srirangam,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,20,0,,Thiruchirappalli,-1,,,,,,0,,,0,,7200106141,1621756845000.0,7200106141,CHC,,DR.PRASANNAVENKATESH,,20,,CHC,,,-1.0,,,,,,,
